index_code,date,open,close,low,1,volume,money,change
sh000001,1997/2/28,1558,1040.27,1010.27,1558,6698066000,6086289200,0.014600605
sh000001,1997/3/3,1559,1063.05,1043.93,1559,9005945000,8490248100,0.021898161
sh000001,1997/3/4,1560,1068.16,1048.44,1560,9139791000,8433954000,0.004806923
sh000001,1997/3/5,1561,1052.15,1051.52,1561,7887031000,7078184400,-0.014988391
sh000001,1997/3/6,1562,1079.13,1044.24,1562,8700560000,7886975500,0.025642732
sh000001,1997/3/7,1563,1077.72,1070.86,1563,8140573000,7905395900,-0.001306608
sh000001,1997/3/10,1564,1099.68,1085.89,1564,8631868000,8990352300,0.02037635
sh000001,1997/3/11,1565,1109.73,1092.72,1565,8332303000,8810178300,0.009139022
sh000001,1997/3/12,1566,1126.16,1109.47,1566,9627853000,9840922700,0.014805403
sh000001,1997/3/13,1567,1117.28,1108.89,1567,9139949000,8956417300,-0.007885203
sh000001,1997/3/14,1568,1125.8,1092.7,1568,8188593000,8403021200,0.007625662
sh000001,1997/3/17,1569,1158.48,1138.28,1569,11284870000,12054989000,0.029028247
sh000001,1997/3/18,1570,1162.63,1148.08,1570,10507794000,11991783100,0.00358228
sh000001,1997/3/19,1571,1161.27,1156.19,1571,8071929000,9403520100,-0.001169762
sh000001,1997/3/20,1572,1120.72,1119.67,1572,7576374000,8328923400,-0.034918667
sh000001,1997/3/21,1573,1167.17,1116.59,1573,7383739000,8497257900,0.04144657
sh000001,1997/3/24,1574,1191.73,1181.33,1574,10888618000,12424952700,0.02104235
sh000001,1997/3/25,1575,1197.84,1180.88,1575,9006469000,10318559000,0.005127
sh000001,1997/3/26,1576,1215.31,1201.17,1576,8872766000,9614035100,0.014584586
sh000001,1997/3/27,1577,1214.26,1202.77,1577,9687737000,10661140800,-0.000863977
sh000001,1997/3/28,1578,1202.67,1199.53,1578,7532681000,8368521800,-0.009544908
sh000001,1997/3/31,1579,1234.62,1210,1579,8505750000,9048962500,0.026565891
sh000001,1997/4/1,1580,1241.03,1234.25,1580,8367888000,8328385700,0.005191881
sh000001,1997/4/2,1581,1233.85,1232.31,1581,7583241000,8104114600,-0.005785517
sh000001,1997/4/3,1582,1246.03,1222.56,1582,6891523000,7923154000,0.00987154
sh000001,1997/4/4,1583,1260.96,1251.6,1583,10161852000,12297445700,0.011982055
sh000001,1997/4/7,1584,1276.41,1252.75,1584,10098885000,11880395600,0.012252569
sh000001,1997/4/8,1585,1247.26,1246.72,1585,8053775000,9738363500,-0.02283749
sh000001,1997/4/9,1586,1286.85,1251.56,1586,9604504000,11978369600,0.031741578
sh000001,1997/4/10,1587,1281.89,1279.49,1587,10861329000,13078690300,-0.003854373
sh000001,1997/4/11,1588,1278.53,1251.01,1588,9223723000,11052692400,-0.00262113
sh000001,1997/4/14,1589,1316.92,1293.98,1589,14119474000,15454527200,0.030026671
sh000001,1997/4/15,1590,1324.96,1298.18,1590,10320303000,11510269400,0.006105154
sh000001,1997/4/16,1591,1327.78,1318.16,1591,9697085000,11061576900,0.002128366
sh000001,1997/4/17,1592,1323.37,1319.76,1592,7803004000,8753417500,-0.003321333
sh000001,1997/4/18,1593,1338.03,1305.96,1593,8801098000,9889555900,0.011077779
sh000001,1997/4/21,1594,1362.08,1350.8,1594,12377890000,13455767800,0.017974186
sh000001,1997/4/22,1595,1365.5,1354.45,1595,10857721000,11914352700,0.002510866
sh000001,1997/4/23,1596,1378.84,1368.65,1596,10522662000,13472004300,0.009769315
sh000001,1997/4/24,1597,1380.28,1356.52,1597,10035406000,13176252400,0.001044356
sh000001,1997/4/25,1598,1364.98,1363.98,1598,10444571000,13882035100,-0.011084707
sh000001,1997/4/28,1599,1352,1346.26,1599,9226121000,12072769500,-0.009509297
sh000001,1997/4/29,1600,1376.77,1335.76,1600,8349533000,10077059800,0.018321006
sh000001,1997/4/30,1601,1393.75,1376.46,1601,8331599000,10347570500,0.012333215
sh000001,1997/5/5,1602,1448.93,1398.05,1602,10288347000,12890553500,0.039591031
sh000001,1997/5/6,1603,1482.99,1459.68,1603,11585373000,15976226000,0.023507002
sh000001,1997/5/7,1604,1495.46,1464.86,1604,11442789000,15637243500,0.008408688
sh000001,1997/5/8,1605,1405.18,1401.59,1605,11449654000,15588909100,-0.060369385
sh000001,1997/5/9,1606,1467.23,1394.42,1606,9601984000,13238872800,0.044158044
sh000001,1997/5/12,1607,1500.4,1486.45,1607,13162879000,15982974800,0.022607226
sh000001,1997/5/13,1608,1464.28,1436.21,1608,10808461000,13042277600,-0.02407358
sh000001,1997/5/14,1609,1379.22,1378.03,1609,8075459000,10436190700,-0.058089983
sh000001,1997/5/15,1610,1417.67,1360.23,1610,6742493000,9072862500,0.027878076
sh000001,1997/5/16,1611,1315.92,1287.07,1611,9768284000,12486788000,-0.071772697
sh000001,1997/5/19,1612,1344.61,1316.13,1612,5613684000,6869278000,0.021802237
sh000001,1997/5/20,1613,1381.12,1351.23,1613,5354499000,7286682400,0.027152855
sh000001,1997/5/21,1614,1354.88,1340.29,1614,5652777000,7877208100,-0.018999073
sh000001,1997/5/22,1615,1235.22,1232.2,1615,6673195000,8574500600,-0.088317785
sh000001,1997/5/23,1616,1254.27,1225.8,1616,5390990000,7602164900,0.015422354
sh000001,1997/5/26,1617,1251.55,1213.24,1617,5863918000,8336778500,-0.002168592
sh000001,1997/5/27,1618,1281.74,1253.25,1618,5377609000,7523496100,0.024122089
sh000001,1997/5/28,1619,1270.35,1265.57,1619,4808782000,7113638100,-0.008886358
sh000001,1997/5/29,1620,1263.35,1262.57,1620,4661898000,6385676200,-0.005510292
sh000001,1997/5/30,1621,1285.18,1254.62,1621,3937747000,5466626300,0.017279455
sh000001,1997/6/2,1622,1336.28,1302.16,1622,6344059000,8578887400,0.039760967
sh000001,1997/6/3,1623,1338.76,1313.46,1623,7059196000,9995071200,0.001855898
sh000001,1997/6/4,1624,1361.19,1344.59,1624,7167137000,10386088200,0.01675431
sh000001,1997/6/5,1625,1360.23,1346.97,1625,6025594000,9190508800,-0.000705265
sh000001,1997/6/6,1626,1275.3,1254.27,1626,9218915000,13058514500,-0.06243797
sh000001,1997/6/9,1627,1274.92,1255.67,1627,3482366000,4707605800,-0.000297969
sh000001,1997/6/10,1628,1241.74,1239.86,1628,2750901000,3575955500,-0.026025162
sh000001,1997/6/11,1629,1220.4,1175.71,1629,3670099000,4622822900,-0.017185562
sh000001,1997/6/12,1630,1212.77,1211.8,1630,2912346000,3449201600,-0.006252049
sh000001,1997/6/13,1631,1243.98,1154.97,1631,4544997000,5551122900,0.025734476
sh000001,1997/6/16,1632,1261.47,1255.77,1632,4840552000,6258708100,0.014059712
sh000001,1997/6/17,1633,1245.93,1245.34,1633,3604596000,4267129400,-0.012318961
sh000001,1997/6/18,1634,1232.68,1230.3,1634,3284719000,3992862500,-0.010634626
sh000001,1997/6/19,1635,1230.74,1227.25,1635,3087207000,4012370500,-0.001573807
sh000001,1997/6/20,1636,1291.2,1244,1636,4840670000,6544560600,0.049124917
sh000001,1997/6/23,1637,1283.5,1265.18,1637,6216438000,9060128500,-0.005963445
sh000001,1997/6/24,1638,1303.93,1283.72,1638,4145512000,5712507700,0.015917413
sh000001,1997/6/25,1639,1297.59,1293.35,1639,4441957000,6130002700,-0.004862224
sh000001,1997/6/26,1640,1284.46,1280.85,1640,4106079000,5216910600,-0.010118759
sh000001,1997/6/27,1641,1250.27,1246.93,1641,5632511000,8350718800,-0.02661819
sh000001,1997/7/2,1642,1199.06,1147.33,1642,3923861000,5649594700,-0.040959153
sh000001,1997/7/3,1643,1150.62,1149.94,1643,3737271000,4686329400,-0.040398312
sh000001,1997/7/4,1644,1159.34,1124.78,1644,4445420000,5035910300,0.007578523
sh000001,1997/7/7,1645,1096.82,1085.57,1645,3526133000,4145645100,-0.053927234
sh000001,1997/7/8,1646,1109.67,1066.04,1646,3675202000,4299877700,0.011715687
sh000001,1997/7/9,1647,1120.84,1104.09,1647,3214466000,3476656500,0.010066056
sh000001,1997/7/10,1648,1120.15,1115.21,1648,3354190000,3583109400,-0.00061561
sh000001,1997/7/11,1649,1154.79,1114.4,1649,3965974000,4611333400,0.03092443
sh000001,1997/7/14,1650,1185.72,1158.45,1650,5573165000,6522437700,0.026784091
sh000001,1997/7/15,1651,1200.11,1180.19,1651,5727596000,6440764700,0.012136086
sh000001,1997/7/16,1652,1190.83,1184.45,1652,5273630000,6246713900,-0.007732625
sh000001,1997/7/17,1653,1197.23,1180.93,1653,4578718000,5560614800,0.005374403
sh000001,1997/7/18,1654,1209.86,1191.29,1654,4765964000,5982634100,0.010549351
sh000001,1997/7/21,1655,1193.53,1188.88,1655,4940280000,5993836500,-0.013497429
sh000001,1997/7/22,1656,1208.25,1163.47,1656,4552630000,5444710900,0.012333163
sh000001,1997/7/23,1657,1198.86,1194.7,1657,4808424000,5461629600,-0.00777157
sh000001,1997/7/24,1658,1174.22,1172.37,1658,3325957000,3820911100,-0.020552859
sh000001,1997/7/25,1659,1170.86,1158.14,1659,3112253000,3445143100,-0.002861474
sh000001,1997/7/28,1660,1141.78,1138.48,1660,3059538000,3327072600,-0.024836445
sh000001,1997/7/29,1661,1153.23,1133.18,1661,3033113000,2967735300,0.010028202
sh000001,1997/7/30,1662,1179.42,1157,1662,3652351000,3508086400,0.022710127
sh000001,1997/7/31,1663,1189.76,1179.72,1663,3763266000,3644509100,0.008767021
sh000001,1997/8/1,1664,1192.83,1182.22,1664,3286478000,3105525900,0.002580352
sh000001,1997/8/4,1665,1200.33,1188.68,1665,4326691000,4201353900,0.006287568
sh000001,1997/8/5,1666,1196.27,1193.7,1666,3597457000,3481090300,-0.003382403
sh000001,1997/8/6,1667,1171.94,1170.27,1667,2972321000,2869078900,-0.020338218
sh000001,1997/8/7,1668,1199.24,1161.63,1668,3448699000,3132656700,0.023294708
sh000001,1997/8/8,1669,1206.05,1201.36,1669,7033741000,5940437100,0.005678596
sh000001,1997/8/11,1670,1184.08,1182.45,1670,5036508000,4929063200,-0.018216492
sh000001,1997/8/12,1671,1146.81,1145.75,1671,3936901000,3871581700,-0.031475914
sh000001,1997/8/13,1672,1120.13,1118.2,1672,3460815000,3209822100,-0.023264534
sh000001,1997/8/14,1673,1168.11,1120.25,1673,3952971000,3598623100,0.042834314
sh000001,1997/8/15,1674,1143.06,1133.89,1674,4767614000,3827543700,-0.021444898
sh000001,1997/8/18,1675,1134.63,1116.15,1675,3357464000,2998716300,-0.007374941
sh000001,1997/8/19,1676,1132.91,1128.11,1676,2571981000,2344032100,-0.001515913
sh000001,1997/8/20,1677,1144.64,1133.74,1677,2507383000,2295861800,0.010353867
sh000001,1997/8/21,1678,1164.55,1147.82,1678,4007224000,3786447300,0.017394115
sh000001,1997/8/22,1679,1171.83,1156.83,1679,4337399000,3976633100,0.006251342
sh000001,1997/8/25,1680,1184.1,1175.38,1680,4539603000,4315869600,0.010470802
sh000001,1997/8/26,1681,1194.04,1181.24,1681,5549792000,5340460100,0.008394561
sh000001,1997/8/27,1682,1198.51,1188.33,1682,5433720000,4741972800,0.003743593
sh000001,1997/8/28,1683,1213.89,1194.68,1683,6942657000,6013709300,0.0128326
sh000001,1997/8/29,1684,1221.06,1209.48,1684,7318643000,6150700000,0.005906631
sh000001,1997/9/1,1685,1229.87,1219.1,1685,6798216000,5991917000,0.007215043
sh000001,1997/9/2,1686,1226.3,1215.92,1686,5896206000,5091316200,-0.002902746
sh000001,1997/9/3,1687,1240.82,1223.46,1687,5758038000,5352406000,0.011840496
sh000001,1997/9/4,1688,1251.3,1245.64,1688,5447049000,5370932500,0.008446028
sh000001,1997/9/5,1689,1251.55,1241.22,1689,4722780000,4392509900,0.000199792
sh000001,1997/9/8,1690,1255.23,1245.74,1690,5484254000,4763892000,0.002940354
sh000001,1997/9/9,1691,1231.03,1230.44,1691,4544453000,4003547400,-0.019279335
sh000001,1997/9/10,1692,1256.04,1227.64,1692,5390723000,4406576000,0.02031632
sh000001,1997/9/11,1693,1242.71,1236.11,1693,7133641000,5885819600,-0.010612719
sh000001,1997/9/12,1694,1208.7,1207.83,1694,4310666000,3565977200,-0.027367608
sh000001,1997/9/15,1695,1179.29,1175.95,1695,3578373000,3010796300,-0.024331927
sh000001,1997/9/16,1696,1187.22,1181.17,1696,2651954000,2091516300,0.006724385
sh000001,1997/9/17,1697,1167.56,1162.24,1697,2425953000,1907661200,-0.016559694
sh000001,1997/9/18,1698,1172.37,1164.65,1698,2300956000,1907745000,0.004119703
sh000001,1997/9/19,1699,1184.52,1168.87,1699,2018437000,1728449700,0.010363622
sh000001,1997/9/22,1700,1103.97,1102.62,1700,3062643000,2424971000,-0.068002229
sh000001,1997/9/23,1701,1041.97,1025.13,1701,4299589000,3016465000,-0.056160946
sh000001,1997/9/24,1702,1110.01,1064.66,1702,4964027000,4005446100,0.065299385
sh000001,1997/9/25,1703,1117.01,1106.25,1703,4336333000,3508322100,0.006306249
sh000001,1997/9/26,1704,1109.63,1094.42,1704,2741706000,2176719100,-0.006606924
sh000001,1997/9/29,1705,1084.07,1079.34,1705,2436154000,2035517300,-0.023034705
sh000001,1997/9/30,1706,1097.38,1083.23,1706,2045300000,1663258000,0.012277805
sh000001,1997/10/6,1707,1098.9,1091.15,1707,1565933000,1229231700,0.001385117
sh000001,1997/10/7,1708,1102.57,1087.02,1708,1762384000,1200352100,0.003339703
sh000001,1997/10/8,1709,1134.87,1116.71,1709,2933823000,2243619400,0.029295192
sh000001,1997/10/9,1710,1122.47,1120.09,1710,2025031000,1541477500,-0.010926362
sh000001,1997/10/10,1711,1130.79,1120.51,1711,1951931000,1501252200,0.007412225
sh000001,1997/10/13,1712,1119.82,1117.39,1712,1899293000,1457219700,-0.009701182
sh000001,1997/10/14,1713,1117.93,1105.7,1713,1538060000,1150947800,-0.001687771
sh000001,1997/10/15,1714,1125.78,1116.43,1714,2145228000,1749252200,0.007021907
sh000001,1997/10/16,1715,1150.31,1131.39,1715,3386234000,3291869700,0.021789337
sh000001,1997/10/17,1716,1176.49,1153.9,1716,4599942000,4774029900,0.022759082
sh000001,1997/10/20,1717,1187.37,1173.56,1717,4608956000,4829096300,0.009247847
sh000001,1997/10/21,1718,1191.87,1179.57,1718,4232146000,4282884700,0.003789889
sh000001,1997/10/22,1719,1177.52,1168.45,1719,6082871000,6653317300,-0.012039904
sh000001,1997/10/23,1720,1173.36,1170.23,1720,4154787000,4283534500,-0.003532849
sh000001,1997/10/24,1721,1178.31,1164.06,1721,3775922000,3588265400,0.004218654
sh000001,1997/10/27,1722,1235.83,1183.65,1722,6563903000,6914509200,0.048815677
sh000001,1997/10/28,1723,1177.92,1172.89,1723,5248239000,5535180200,-0.046859196
sh000001,1997/10/29,1724,1184.09,1162.98,1724,3591003000,3588121600,0.005238047
sh000001,1997/10/30,1725,1174.85,1173.65,1725,4817378000,5026978700,-0.007803461
sh000001,1997/10/31,1726,1180.39,1158.74,1726,3050338000,2911499600,0.004715496
sh000001,1997/11/3,1727,1180.85,1176.55,1727,2562182000,2485202500,0.000389702
sh000001,1997/11/4,1728,1184.7,1180.87,1728,2362328000,2209279400,0.003260363
sh000001,1997/11/5,1729,1194.04,1179.35,1729,4919680000,4369456400,0.007883852
sh000001,1997/11/6,1730,1181.12,1179.58,1730,4281561000,4356875200,-0.010820408
sh000001,1997/11/7,1731,1195.14,1177.63,1731,3627501000,3603232300,0.011870089
sh000001,1997/11/10,1732,1185.78,1178.63,1732,3996574000,4219254300,-0.007831718
sh000001,1997/11/11,1733,1186.63,1168.48,1733,2996537000,2992529300,0.000716828
sh000001,1997/11/12,1734,1174.19,1171.56,1734,2949103000,2883434900,-0.01048347
sh000001,1997/11/13,1735,1185.02,1157.29,1735,2981946000,2927518000,0.00922338
sh000001,1997/11/14,1736,1197.83,1181.69,1736,3893766000,3854694300,0.010809944
sh000001,1997/11/17,1737,1191.33,1190.43,1737,2722943000,2651546800,-0.00542648
sh000001,1997/11/18,1738,1183.35,1182.61,1738,2563705000,2459010300,-0.006698396
sh000001,1997/11/19,1739,1181.63,1175.78,1739,2656860000,2347195400,-0.001453501
sh000001,1997/11/20,1740,1172.43,1169.1,1740,3245751000,2811422600,-0.007785855
sh000001,1997/11/21,1741,1158.56,1152.01,1741,2927301000,2736144200,-0.011830131
sh000001,1997/11/24,1742,1124.94,1122.94,1742,2966754000,2616503900,-0.029018782
sh000001,1997/11/25,1743,1125.53,1114.14,1743,3584243000,3562739500,0.000524472
sh000001,1997/11/26,1744,1143.82,1124.48,1744,2347278000,2070071900,0.016250122
sh000001,1997/11/27,1745,1122.52,1120.52,1745,2512619000,2287806600,-0.018621811
sh000001,1997/11/28,1746,1139.63,1114.43,1746,2657870000,2630263400,0.01524249
sh000001,1997/12/1,1747,1133.09,1130.45,1747,2312875000,2348490700,-0.005738705
sh000001,1997/12/2,1748,1130.17,1128.5,1748,1875374000,1777467100,-0.002577024
sh000001,1997/12/3,1749,1122.55,1121.59,1749,1917993000,1790538500,-0.006742348
sh000001,1997/12/4,1750,1135.87,1119.2,1750,2290658000,2269438200,0.011865841
sh000001,1997/12/5,1751,1136.2,1134.93,1751,2396652000,2269563200,0.000290526
sh000001,1997/12/8,1752,1139.36,1136.58,1752,2096403000,1934358800,0.0027812
sh000001,1997/12/9,1753,1148.17,1137.32,1753,2146267000,2082659500,0.007732411
sh000001,1997/12/10,1754,1157.84,1149.33,1754,2368716000,2269650900,0.008422098
sh000001,1997/12/11,1755,1159.17,1145.55,1755,2317636000,2515716000,0.001148691
sh000001,1997/12/12,1756,1153.84,1153.43,1756,2571101000,2832869600,-0.004598118
sh000001,1997/12/15,1757,1168.03,1155.6,1757,3166176000,3320915200,0.012298066
sh000001,1997/12/16,1758,1174.8,1165.6,1758,3339194000,3758268400,0.005796084
sh000001,1997/12/17,1759,1146.52,1145.89,1759,3323458000,3647475100,-0.024072182
sh000001,1997/12/18,1760,1154.17,1138.4,1760,3049009000,3185970800,0.006672365
sh000001,1997/12/19,1761,1160.77,1151.14,1761,3244670000,3346951300,0.005718395
sh000001,1997/12/22,1762,1169.01,1153.44,1762,4233415000,4923252300,0.007098736
sh000001,1997/12/23,1763,1171.25,1165.06,1763,3313634000,3795481400,0.001916151
sh000001,1997/12/24,1764,1169.66,1164.86,1764,3178988000,3355946100,-0.001357524
sh000001,1997/12/25,1765,1181.28,1169.99,1765,3598401000,4117566300,0.009934511
sh000001,1997/12/26,1766,1191.92,1186.53,1766,4192918000,4857847500,0.009007179
sh000001,1997/12/29,1767,1186.61,1185.66,1767,3670210000,3902572200,-0.004454997
sh000001,1997/12/30,1768,1181.14,1179.56,1768,2792940000,2955963900,-0.004609771
sh000001,1997/12/31,1769,1194.1,1182.25,1769,3093250000,3585277000,0.01097245
sh000001,1998/1/5,1770,1220.47,1200.22,1770,4371532000,5363527600,0.022083578
sh000001,1998/1/6,1771,1233.62,1215.41,1771,5148664000,6196189100,0.010774538
sh000001,1998/1/7,1772,1244.07,1231.15,1772,5756557000,6276869400,0.008471004
sh000001,1998/1/8,1773,1237.16,1235.89,1773,4069472000,4535351200,-0.00555435
sh000001,1998/1/9,1774,1239.9,1221.3,1774,5357096000,6395907500,0.00221475
sh000001,1998/1/12,1775,1226.97,1226.4,1775,5739689000,6646772100,-0.01042826
sh000001,1998/1/13,1776,1167.65,1110.09,1776,7194435000,8983544000,-0.04834674
sh000001,1998/1/14,1777,1202.22,1170.32,1777,5703800000,6237845500,0.029606475
sh000001,1998/1/15,1778,1215.43,1196.15,1778,5539255000,5643742300,0.010988006
sh000001,1998/1/16,1779,1213.96,1207.92,1779,4120326000,4534913200,-0.001209449
sh000001,1998/1/19,1780,1213.13,1205.48,1780,3262038000,3662318100,-0.000683713
sh000001,1998/1/20,1781,1203.72,1195.38,1781,3129378000,3443180100,-0.007756794
sh000001,1998/1/21,1782,1200.2,1198.23,1782,3032972000,2739035300,-0.002924268
sh000001,1998/1/22,1783,1204.43,1194.38,1783,4361254000,4027799000,0.003524413
sh000001,1998/1/23,1784,1222.91,1206.45,1784,3580684000,3378707400,0.015343357
sh000001,1998/2/9,1785,1248.04,1244.43,1785,4358584000,4617527400,0.020549345
sh000001,1998/2/10,1786,1236.51,1233.7,1786,5324563000,4834391900,-0.009238486
sh000001,1998/2/11,1787,1250.24,1233.53,1787,4815520000,4262613900,0.011103833
sh000001,1998/2/12,1788,1246.3,1242,1788,4749077000,4545818400,-0.003151395
sh000001,1998/2/13,1789,1245.91,1241.82,1789,4097735000,4452571300,-0.000312926
sh000001,1998/2/16,1790,1236.24,1230.92,1790,4615358000,4970755900,-0.007761395
sh000001,1998/2/17,1791,1238.5,1228.11,1791,3525859000,3717914700,0.001828124
sh000001,1998/2/18,1792,1229.83,1225.5,1792,4614067000,4675451200,-0.007000404
sh000001,1998/2/19,1793,1232.58,1223.93,1793,3300714000,3345370600,0.002236081
sh000001,1998/2/20,1794,1226.02,1224.58,1794,3159234000,3200611900,-0.00532217
sh000001,1998/2/23,1795,1208.6,1195.89,1795,3807533000,3921520700,-0.014208577
sh000001,1998/2/24,1796,1208.22,1206.09,1796,3526684000,3246038100,-0.000314413
sh000001,1998/2/25,1797,1194.67,1191.75,1797,3428467000,3325572700,-0.011214845
sh000001,1998/2/26,1798,1206.67,1189.52,1798,3147775000,3223861100,0.010044615
sh000001,1998/2/27,1799,1206.53,1202.87,1799,3582150000,3607948400,-0.000116022
sh000001,1998/3/2,1800,1188.31,1182.61,1800,4843155000,4824057500,-0.015101158
sh000001,1998/3/3,1801,1201.79,1185.3,1801,3561297000,3497563800,0.011343841
sh000001,1998/3/4,1802,1213.25,1201.25,1802,3595148000,4065636000,0.009535776
sh000001,1998/3/5,1803,1207.54,1206.37,1803,3223419000,3570224500,-0.004706367
sh000001,1998/3/6,1804,1206.45,1202.12,1804,3085020000,3304971700,-0.000902662
sh000001,1998/3/9,1805,1200.83,1197.57,1805,3091094000,3486186300,-0.004658295
sh000001,1998/3/10,1806,1199.83,1186.55,1806,2980644000,3271175300,-0.000832757
sh000001,1998/3/11,1807,1190.04,1187.44,1807,3655966000,4330453700,-0.008159489
sh000001,1998/3/12,1808,1178.97,1175.55,1808,2504100000,2586090600,-0.009302208
sh000001,1998/3/13,1809,1184.96,1176.01,1809,2331528000,2449195700,0.005080706
sh000001,1998/3/16,1810,1188.48,1179.44,1810,3018911000,3361364400,0.002970564
sh000001,1998/3/17,1811,1202.84,1193.24,1811,3733760000,4211386200,0.01208266
sh000001,1998/3/18,1812,1193.91,1191.91,1812,3622608000,4012765200,-0.007424096
sh000001,1998/3/19,1813,1188.72,1184.87,1813,3359438000,3477551200,-0.004347061
sh000001,1998/3/20,1814,1187.5,1183.25,1814,2789824000,2931556100,-0.001026314
sh000001,1998/3/23,1815,1179.87,1178.04,1815,3610322000,3843850600,-0.006425263
sh000001,1998/3/24,1816,1194.02,1179.97,1816,3519725000,3649985600,0.011992847
sh000001,1998/3/25,1817,1191.55,1188.85,1817,4125855000,4565068100,-0.002068642
sh000001,1998/3/26,1818,1188.87,1186.22,1818,4520501000,4470460600,-0.002249171
sh000001,1998/3/27,1819,1223.57,1188.86,1819,6828855000,7179516500,0.02918738
sh000001,1998/3/30,1820,1249.44,1228.3,1820,7296184000,7862277900,0.021143049
sh000001,1998/3/31,1821,1243.02,1238.64,1821,6091676000,6380874700,-0.005138302
sh000001,1998/4/1,1822,1254.97,1240.06,1822,6222174000,6704315100,0.009613683
sh000001,1998/4/2,1823,1269.02,1259.58,1823,10312029000,10971261300,0.011195487
sh000001,1998/4/3,1824,1286.08,1266.03,1824,7910901000,8314567200,0.013443445
sh000001,1998/4/6,1825,1306.38,1286.43,1825,10207026000,10166655200,0.015784399
sh000001,1998/4/7,1826,1303.14,1296.54,1826,16278826000,8076861400,-0.002480136
sh000001,1998/4/8,1827,1322.79,1302.41,1827,14139193000,10762974600,0.015078963
sh000001,1998/4/9,1828,1297.23,1288.89,1828,15117022000,11900294900,-0.019322795
sh000001,1998/4/10,1829,1311.51,1293.59,1829,14626799000,9246628400,0.011008071
sh000001,1998/4/13,1830,1318.75,1311.83,1830,12145809000,10267522500,0.005520354
sh000001,1998/4/14,1831,1313.72,1304.38,1831,8553116000,6656103400,-0.003814218
sh000001,1998/4/15,1832,1324.71,1314.07,1832,9554503000,6992299400,0.008365557
sh000001,1998/4/16,1833,1316.25,1312.57,1833,9441175000,7941408700,-0.006386303
sh000001,1998/4/17,1834,1298.11,1291.08,1834,8786014000,7251757500,-0.013781576
sh000001,1998/4/20,1835,1296.01,1286.59,1835,7377140000,6776031000,-0.001617737
sh000001,1998/4/21,1836,1305.22,1295.06,1836,6563455000,5654055300,0.007106427
sh000001,1998/4/22,1837,1332.18,1307.83,1837,7902049000,7337909000,0.020655522
sh000001,1998/4/23,1838,1324.56,1321.04,1838,10653131000,7752375400,-0.005719948
sh000001,1998/4/24,1839,1315.17,1313.61,1839,9704622000,7782672900,-0.007089147
sh000001,1998/4/27,1840,1310.38,1303.48,1840,11064606000,7534817900,-0.003642115
sh000001,1998/4/28,1841,1332.99,1315.33,1841,9589329000,7375241800,0.017254537
sh000001,1998/4/29,1842,1332.5,1328.56,1842,8270673000,6369540200,-0.000367595
sh000001,1998/4/30,1843,1343.45,1335.55,1843,8858593000,6900202800,0.008217636
sh000001,1998/5/4,1844,1352.93,1345.36,1844,11036491000,7962726500,0.007056459
sh000001,1998/5/5,1845,1352.52,1346.59,1845,8019245000,6171311900,-0.000303046
sh000001,1998/5/6,1846,1348.41,1341.81,1846,7638295000,7138631600,-0.003038772
sh000001,1998/5/7,1847,1327.87,1326.65,1847,7958195000,7922400800,-0.015232756
sh000001,1998/5/8,1848,1357.6,1324.72,1848,16861233000,8247828800,0.02238924
sh000001,1998/5/11,1849,1354.61,1351.59,1849,13421615000,10849202700,-0.002202416
sh000001,1998/5/12,1850,1349.65,1342.73,1850,8679696000,7079641500,-0.00366157
sh000001,1998/5/13,1851,1369.26,1351,1851,10200862000,8644810200,0.014529693
sh000001,1998/5/14,1852,1367.13,1360.89,1852,12367815000,8758129000,-0.001555585
sh000001,1998/5/15,1853,1368.09,1361.84,1853,10216419000,7754799600,0.000702201
sh000001,1998/5/18,1854,1368.18,1360.47,1854,8261204000,5862340600,6.58E-05
sh000001,1998/5/19,1855,1362.29,1355.54,1855,6231354000,5012031900,-0.004304989
sh000001,1998/5/20,1856,1357.43,1352.17,1856,6720300000,6168455300,-0.003567522
sh000001,1998/5/21,1857,1366.66,1350.26,1857,6761925000,5858890100,0.006799614
sh000001,1998/5/22,1858,1375.82,1370.72,1858,8001902000,7875853400,0.006702472
sh000001,1998/5/25,1859,1389.37,1376.2,1859,10706885000,9717718300,0.009848672
sh000001,1998/5/26,1860,1390.42,1383.76,1860,8752337000,8669719700,0.000755738
sh000001,1998/5/27,1861,1399.54,1390.55,1861,8827416000,8857819000,0.006559169
sh000001,1998/5/28,1862,1397.9,1392.9,1862,8308787000,7858011500,-0.001171814
sh000001,1998/5/29,1863,1411.21,1402.02,1863,9508796000,9205403000,0.009521425
sh000001,1998/6/1,1864,1415.58,1411.06,1864,9839901000,9925499100,0.003096633
sh000001,1998/6/2,1865,1413.08,1402.63,1865,7950942000,7266593800,-0.001766061
sh000001,1998/6/3,1866,1420,1413.11,1866,8558169000,7012815200,0.004897104
sh000001,1998/6/4,1867,1406.3,1402.75,1867,7636490000,7121954900,-0.009647887
sh000001,1998/6/5,1868,1408.61,1390.63,1868,7567916000,7804385600,0.001642608
sh000001,1998/6/8,1869,1403.73,1401.06,1869,6688325000,6748414000,-0.003464408
sh000001,1998/6/9,1870,1369.65,1357.47,1870,7226897000,6894227100,-0.024278173
sh000001,1998/6/10,1871,1368.3,1359.39,1871,5355221000,5648767500,-0.000985653
